team,player_raw,player_resolved,role,slot,stat_source,season,has_team_bench,minutes,games,primary_position,fpl_position,positions,rating,goals90,assists90,xg90,xa90,shots90,shots_on_target90,key_passes90,pass_pct,dribbles90,tackles90,interceptions90,understat_xg90,understat_shots90,gap_flags,has_gaps
Kinjal+Sayan C,Diogo Costa,Diogo Costa,bench,,blend_cache,,True,2893.5,32,GK,GK,GK,7.016645275634229,0.0,0.0,0.0,0.0024681116789459,0.0,0.0,0.007705149608321562,76.62727361831982,0.0,0.005136766405547708,0.0,0.0,0.0,aerials_estimated,True
KP+SS,Dembele,Ousmane Dembélé,XI,RW,blend_cache,,True,1399.0,25,ST,FWD,ST,7.299464360150063,0.7062730427362776,0.31369071806944476,0.5558972330223511,0.2572475503100386,3.578670960885216,1.6242260714087924,2.4239780574236893,79.33591079616507,1.5614075461094028,0.6480143294038949,0.2402582777386123,0.585223369672681,3.5821464881771443,,False
KP+SS,Modric,Luka Modrić,bench,,blend_cache,,True,2325.5,34,CM,MID,CM,7.288107803337844,0.08677210296947405,0.16671003498000403,0.07412582947201743,0.19399271666156181,0.9622538375308602,0.29766160313965634,2.0913014724717334,88.49994211396783,0.6408696625842296,1.62820854014343,1.1398944939206515,0.057830262006187724,0.8061002074365385,,False
KP+SS,Raya,David Raya,XI,GK,blend_cache,,True,3375.0,37,GK,GK,GK,6.965428571428571,0.0,0.0,0.0,0.0024186344238975818,0.0,0.0,0.048281650071123755,68.00485714285715,0.020575086364560048,0.014996138996138997,0.030725462304409673,0.0,0.0,aerials_estimated,True
KP+SS,Lautaro Martinez,Lautaro Martínez,XI,ST,blend_cache,,True,2377.5,30,ST,FWD,ST,7.072461139896372,0.4954161037160746,0.15966848231577838,0.4624589289471721,0.11940816718004807,3.3024062987921323,1.2752948230773828,1.3186123929989142,76.38277942264989,0.751247071417202,0.9546749253777495,0.2987464947430555,0.5289477711064928,3.272545795511753,,False
KP+SS,Marcus Thuram,Marcus Thuram,bench,,blend_cache,,True,2105.5,30,ST,FWD,ST,7.083057478666882,0.502686463194168,0.1874387501220098,0.39344040954517456,0.12397757781329109,2.8159929221391193,1.1365448040210018,1.347781458604611,74.89155772017389,0.84737076176212,0.879351147810254,0.1362806250774363,0.4569407059524186,2.7970748450066747,,False
KP+SS,Giovanni Lo Celso,Giovani Lo Celso,XI,CM2,peak_season,2018-2019,True,1455.0,25,CM,MID,CM,7.41,0.4948453608247423,0.18556701030927836,0.2950515463917526,0.3216494845360825,2.1030927835051547,1.175257731958763,2.6597938144329896,84.82,1.2989690721649485,2.1030927835051547,0.30927835051546393,0.24158396647610353,2.0317668734409677,,False
KP+SS,Laporte,Aymeric Laporte,XI,CB2,prime,2021-2022,True,2828.0,33,CB,DEF,CB,6.64,0.13,0.0,0.14076836677948326,0.01932811311817613,1.11,0.25,0.28441011235955055,84.0,0.35,0.47736916548797736,0.6046676096181046,0.14076836677948326,1.1060393258426966,pass_pct_role_default|dribbles_role_default|aerials_estimated,True
KP+SS,Musiala,Jamal Musiala,XI,LW,blend_cache,,True,1804.0,25,CM,MID,CM,7.337489300998573,0.5064194008559202,0.10699001426533522,0.42039942938659064,0.22275320970042795,3.0385164051355207,1.37660485021398,1.7082738944365192,80.13128388017118,2.596291012838802,1.4407988587731813,0.3459343794579173,0.5143908692375234,3.2405585737661133,,False
KP+SS,Caicedo,Moisés Caicedo,XI,DM,blend_cache,,True,3079.0,35,CM,MID,CM,7.1226783525373865,0.07100553598051773,0.05688161849567021,0.05027220307357936,0.08436222645078359,0.8239341889600766,0.20102905798467896,0.8036519392512287,88.9896702623192,0.646976237019903,2.637559497232204,1.4073228648938716,0.04995927787096943,0.8213894001257742,aerials_estimated,True
KP+SS,Eric Garcia,Eric García,bench,,blend_cache,,True,2152.5,31,CB,DEF,CB|CM,6.986558287073752,0.05978771426828525,0.09055084487281156,0.09126188007076191,0.0718886109924968,0.7130909534557434,0.28243152565119256,0.596480204965534,90.28793021411579,0.19935338254132862,2.0817056060513632,1.1464161532361374,0.0971335300791903,0.7175975864032178,,False
KP+SS,Karim Adeyemi,Karim Adeyemi,bench,,blend_cache,,True,1330.5,26,ST,FWD,ST,6.939963527140099,0.4182723261371816,0.2426709809352574,0.3462284809582551,0.17792432205516498,2.5025826163740224,1.0363397205597114,1.3077885822430695,74.59659836944863,1.624854780686566,0.8043342296004761,0.4007987272432866,0.356797296565094,2.492023939781734,,False
KP+SS,Alphonso Davies,Alphonso Davies,XI,LB,blend_cache,,True,1561.0,19,LB,DEF,LB|RB,7.087715736040609,0.058570870753611864,0.10933229207340883,0.06700507614213197,0.11776649746192894,0.870753611870363,0.18352206169465052,1.3002733307301835,87.52841468176493,1.4017961733697775,1.7961733697774307,0.827801639984381,0.07959528601062296,0.7822452691749339,,False
KP+SS,Sandro Tonali,Sandro Tonali,XI,CM1,blend_cache,,True,2587.0,35,CM,MID,CM,6.964909395037637,0.07722044542578849,0.07807418030607739,0.10436116234680913,0.10159551045401172,1.2384914132004434,0.34769949171282455,1.0604526396387204,84.55421940340116,0.6843440868791809,1.5636661372267788,1.0380679166585367,0.09818413881390232,1.2326177488859282,,False
KP+SS,Reece James,Reece James,XI,RB,blend_cache,,True,1961.0,29,RB,DEF,RB|CM,7.068551165146909,0.08105369807497467,0.15535292131036813,0.05187436676798379,0.13073286052009456,0.9050996285038839,0.28031070584262074,1.1246200607902737,86.61606551840595,0.6045254981425194,2.10064167510976,1.3238770685579198,0.05555625620024565,0.8853404221188237,,False
KP+SS,Dean Huijsen,Dean Huijsen,XI,CB1,blend_cache,,True,2229.5,30,CB,DEF,CB,7.129593590339062,0.07827074960614587,0.06544417880428048,0.07083839671742234,0.05051952177500341,0.6907177376296607,0.17400728540530586,0.45328283922131607,86.70070986220777,0.13356617911392593,1.4299652179822542,1.2690487381043516,0.08306261806508057,0.7621727667275515,,False
Moga+Sanmitro,Ruiz,Fabián Ruiz,XI,CM,blend_cache,,True,1529.0,25,CM,MID,CM,7.089054962435745,0.1516877318251591,0.23808499488493223,0.16271949802857502,0.19415043756458134,1.7760691074309105,0.5226564389179749,1.612363120210813,87.12203242388296,0.7201459032231243,1.3664609354215078,0.7409672684080946,0.1816697632461925,1.7781604941201374,,False
Moga+Sanmitro,Khvicha,Khvicha Kvaratskhelia,XI,LW,blend_cache,,True,1335.0,22,ST,FWD,ST,7.085813704496788,0.3927737656500787,0.18581103346482186,0.37257201272300067,0.18515082483125128,3.2392423470623406,1.2912836450538019,1.6895170145183285,80.62640256959315,1.5177753429186165,1.0841028815326772,0.3846009716543486,0.39485007416766216,3.10473902430447,,False
Moga+Sanmitro,Rodri,Rodri,XI,DM,prime,2023-2024,True,2931.0,34,DM,MID,DM|CM|CB,6.92,0.25,0.28,0.12467665078284548,0.18686181075561606,1.9,0.68,1.5166835187057635,85.0,0.85,1.3203684749232343,0.7676560900716479,0.1302609852391801,1.8806875631951465,pass_pct_role_default|dribbles_creator_estimate|aerials_estimated,True
Moga+Sanmitro,Julian Alvarez,Julián Alvarez,XI,ST,blend_cache,,True,2210.0,33,ST,FWD,ST,7.037694704049844,0.44539634413661733,0.15175414043562785,0.406304763041713,0.1769328513584236,2.5377502507316585,1.233266234265543,1.6250182662346166,78.80898753894081,1.0910639226846266,0.8988844789736936,0.15135590705459173,0.42149841807527344,2.49347265121833,,False
Moga+Sanmitro,Emiliano Martinez,Emiliano Martínez,XI,GK,blend_cache,,True,3015.5,34,GK,GK,GK,6.9988127256879595,0.0,0.011920079533079159,0.0,0.002443698479841436,0.0,0.0,0.05245853382766212,73.78364711742,0.010573662539511707,0.036701687406855386,0.0,0.0,0.0,aerials_estimated,True
Moga+Sanmitro,Ruben Dias,Rúben Dias,XI,CB1,blend_cache,,True,2211.0,26,CB,DEF,CB,7.066899719713485,0.03818017955089524,0.009342883836810962,0.04097971247963436,0.03790726545387177,0.58617448641247,0.19981343635506757,0.27809115053078776,91.07476487075678,0.14837743051869706,0.9174745940517066,0.9312710514084792,0.037077091069584164,0.5880378175869145,,False
Moga+Sanmitro,Gvardiol,Joško Gvardiol,XI,CB2,blend_cache,,True,2326.5,27,CB,DEF,CB,7.08079663309785,0.10282029950673223,0.054829649690161776,0.1110534612131652,0.05621817116227593,0.9236282054172011,0.2977034844306452,0.4922005565850118,89.07029460393807,0.3609184767077802,1.4499780153256694,1.0815485083174068,0.09891091187416673,0.9238625204605533,,False
Moga+Sanmitro,Angel Di Maria,Ángel Di María,XI,RW,peak_season,2013-2014,True,2357.0,34,RW,FWD,RW|LW|RM,6.91,0.15,0.65,0.28589204132340856,0.7303306033836557,2.9,1.37,4.1674462114125355,78.0,1.69,0.0,0.0,0.28589204132340856,2.904583723105706,aerials_estimated_fwd,True
Moga+Sanmitro,Bellingham,Jude Bellingham,XI,AM,blend_cache,,True,2205.5,29,CM,MID,CM,7.213056465450007,0.3147042159301622,0.20135556275426872,0.3660906971756613,0.11931262477048377,2.342114099690512,1.0111849848644006,1.4460059595035086,83.89052019965683,1.3561534540139204,1.8305575541230938,0.6517106215663171,0.3913120926956592,2.3303896262690884,,False
Moga+Sanmitro,Timber,Jurriën Timber,XI,RB,blend_cache,,True,2439.5,30,LB,DEF,LB,6.910287105683967,0.06959255881585465,0.13355803733782454,0.09561595627033538,0.06672391565198021,0.7127603438315355,0.20179008236403323,0.836422041137826,85.24486480593109,0.7177312986019555,2.1740673165718984,0.8778778518675516,0.0865816997798785,0.7088126348501452,,False
Moga+Sanmitro,Calafiori,Riccardo Calafiori,XI,LB,blend_cache,,True,1707.0,26,CB,DEF,CB,6.8626117473217585,0.04432951606944958,0.07757665312153676,0.12582194311045436,0.040044329516069455,1.2486147026228298,0.32138899150350947,0.4285186553380126,85.73515330624306,0.6243073513114149,1.6549685999261174,0.8865903213889914,0.09317189114067817,0.9899047579413486,,False
Moga+Sanmitro,Cherki,Rayan Cherki,bench,,blend_cache,,True,1923.5,31,CM,MID,CM,7.249364631434924,0.266901001943208,0.418250765968399,0.21566429397837428,0.373491393931404,2.309192482492513,0.7793043304983722,2.601422377172128,82.11230203523174,2.012798127102493,0.9874734349271307,0.35329864595195426,0.2286210753521906,2.5699467752082876,,False
Moga+Sanmitro,Anthony Gordon,Anthony Gordon,bench,,blend_cache,,True,2130.5,30,ST,FWD,ST,7.002084331576425,0.2849229302717347,0.13469632514876756,0.3580597575966318,0.14958275297145374,2.3150022587849564,0.8882318299189329,1.4412103146570328,79.02935473566522,1.2879317313979082,0.9767786865461063,0.21813972802166626,0.36448568582817564,2.2756127394266015,,False
Moga+Sanmitro,John Stones,John Stones,bench,,blend_cache,,True,548.0,11,CB,DEF,CB,6.79,0.33,0.0,0.11128897735493082,0.013341090803345562,0.33,0.33,0.2680994767672135,84.0,0.35,0.4927007299270073,0.656934306569343,0.05564448867746541,0.16697588126159554,raw_pass_pct_zero|raw_dribbles_zero|pass_pct_role_default|dribbles_role_default|dribble_pct_role_default,True
Moga+Sanmitro,Benjamin Sesko,Benjamin Šeško,bench,,blend_cache,,True,2021.0,31,ST,FWD,ST,6.859860973187686,0.4776724624715883,0.12066918011791702,0.40563347868697974,0.05658398441350812,2.768068953609575,1.338133398447754,0.7674617976216191,70.37745283018867,0.9367086737923844,0.44442373450855716,0.20052608393189197,0.5727260118515842,3.0393783855311107,,False
Raktim,Trent,Trent Alexander-Arnold,bench,,blend_cache,,True,2377.0,33,LB,DEF,LB|RB,7.131551673082618,0.09771986970684039,0.18951732306781166,0.06787089132366005,0.22602901984009474,1.4065738821439149,0.2724311519099793,1.758957654723127,78.98739709801599,0.6899615042937518,2.481492448919159,1.1074918566775245,0.06765992184501281,1.3926112623181028,,False
Raktim,Alisson,Alisson,bench,,blend_cache,,True,2424.5,27,GK,GK,GK,6.949999999999999,0.0,0.0,0.0,0.0039222018720633176,0.0,0.0,0.021458448228514886,76.6887341217696,0.012698045249977872,0.01853831390233588,0.0,0.0,0.0,aerials_estimated,True
Raktim,Hakimi,Achraf Hakimi,XI,RB,prime,2020-2021,True,2674.0,37,RB,DEF,RB|RWB|RM,7.05,0.23542600896860988,0.26905829596412556,0.1714360212423771,0.21690797885474467,1.311659192825112,0.5381165919282511,1.2443946188340806,84.48,1.109865470852018,1.7825112107623318,0.7399103139013453,0.1714360212423771,1.2789827973074046,aerials_estimated,True
Raktim,El Kaabi,Ayoub El Kaabi,bench,,blend_cache,,True,1964.0,31,ST,FWD,ST,7.098785425101214,0.6315519568151148,0.10012145748987854,0.4791497975708503,0.09,2.7246828609986506,1.192037786774629,0.7024291497975709,72.67476383265857,0.534952766531714,0.40242914979757083,0.15060728744939272,0.5148220085795032,2.7231603448097377,dribble_pct_role_default|sot_goals_sot_repair,True
Raktim,Mikel Merino,Mikel Merino,XI,CM1,blend_cache,,True,1597.0,28,ST,FWD,ST|CM,6.979942241047363,0.37350789372352716,0.11551790527531766,0.33573353869849826,0.07554871005005775,2.241047362341163,0.8971890643049673,1.0473623411628803,77.64659607239122,0.6199460916442049,1.902194840200231,0.6160954948016942,0.3954110529318411,2.1980991933419998,,False
Raktim,Gyokeres,Viktor Gyökeres,XI,ST,blend_cache,,True,2254.0,36,ST,FWD,ST,6.6991210817455435,0.4917025199754148,0.0645359557467732,0.44744929317762755,0.08131530424093422,2.258758451137062,0.9096496619545176,0.8912108174554394,65.95098955132146,0.439459127228027,0.439459127228027,0.10448678549477565,0.48797638106564467,2.2580838592651444,,False
Raktim,Alexis Sanchez,Alexis Sánchez,XI,LW,peak_season,2016-2017,True,3217.0,38,LW,FWD,LW|ST|RW|CM,7.22,0.67,0.28,0.42984378287621117,0.2502104310169609,3.61,1.37,2.1713578719455615,78.0,0.849,1.1190550202051601,0.755362138638483,0.49341201042468946,3.591091865140736,aerials_estimated_fwd,True
Raktim,Tielemans,Youri Tielemans,XI,DM,blend_cache,,True,2447.0,30,CM,MID,CM,7.176858137510878,0.060618751497420804,0.17138827371118118,0.08406323177928784,0.14857096816500698,1.1918580402545536,0.3586002678262765,1.5213544266558605,84.7463359442994,0.6840986913048569,2.3877820684927027,0.7832287509442297,0.09946309075061921,1.1896707677802307,,False
Raktim,Eze,Eberechi Eze,XI,CM2,blend_cache,,True,2250.0,33,CM,MID,CM,7.055769230769231,0.3152507007162878,0.1655745873559639,0.3132326378075366,0.1273846153846154,2.9936468389909687,0.9769588913111179,1.3077623793210837,80.34846153846154,1.524470569915914,1.025,0.3890921831205232,0.2599792746431469,2.7744494095116505,,False
Raktim,Jonathan Tah,Jonathan Tah,XI,CB1,blend_cache,,True,2497.0,30,CB,DEF,CB,7.082063197026023,0.07278599047630888,0.024454190548420386,0.03482696866465252,0.058917607431628764,0.5296340963061505,0.19800253219115346,0.2335568168160701,92.22286388332856,0.15157246584028547,1.0441019838950985,1.1024946848851809,0.032442131867409706,0.39611078328797544,,False
Raktim,Eder Militao,Éder Militão,XI,CB2,blend_cache,,True,496.0,10,CB,DEF,CB,6.54,0.0,0.0,0.014508308236857495,0.0,0.36,0.36,0.0,84.0,0.35,0.5443548387096774,0.907258064516129,0.014508308236857495,0.3614457831325301,raw_pass_pct_zero|raw_dribbles_zero|pass_pct_role_default|dribbles_role_default|dribble_pct_role_default,True
Raktim,Antonee Robinson,Antonee Robinson,XI,LB,blend_cache,,True,2329.5,29,LB,DEF,LB,6.951449917405014,0.03912290689252426,0.12944867652426117,0.04745963514617964,0.10432241976174558,0.49591749529118523,0.10105408986219103,1.1719810867444453,80.93652500375431,0.8712762343404473,2.527995341212545,1.513659084272052,0.04923440219721552,0.49665028656438837,,False
Raktim,Nick Pope,Nick Pope,XI,GK,blend_cache,,True,2468.5,27,GK,GK,GK,6.982026091970592,0.0,0.0,0.002120055736572113,0.0009687127682618188,0.013250348353575702,0.013250348353575702,0.02135803867460203,64.58039930805823,0.0,0.019016529699979048,0.012708766654997013,0.0017386561346394245,0.013222994207511342,aerials_estimated,True
Raktim,Takefusa Kubo,Takefusa Kubo,XI,RW,blend_cache,,True,1945.0,30,CM,MID,CM,7.016044142614602,0.1866901746435578,0.13995307426605358,0.16622292067789976,0.1772813698197928,1.8353612642526023,0.699798324635797,1.7211646325477858,77.44636672325976,2.1403469002980784,1.2978768707055561,0.5647193930747534,0.17881306970927768,1.8248283206733436,,False
Raktim,David Raum,David Raum,bench,,blend_cache,,True,2172.0,26,LB,DEF,LB,7.134167717528373,0.0723148610937441,0.2020801399713225,0.053881567160522996,0.30859080786163356,0.665109188097431,0.22842787234506678,2.309590742658342,80.4182471626734,0.6346594296178145,1.8325161664231178,0.8162556634184619,0.06137568510670371,0.662756286720788,,False
Rishav,KDB,Kevin De Bruyne,XI,AM,prime,2019-2020,True,2818.0,35,CM,MID,CM,7.16,0.42,0.64,0.2588993832839136,0.6585749326507786,3.16,0.97,4.247693399574166,85.0,1.477,0.773916159082766,0.6126836259405231,0.2588993832839136,3.1937544357700496,pass_pct_role_default|dribbles_creator_estimate|dribble_pct_role_default|aerials_estimated,True
Rishav,Marquinhos,Marquinhos,XI,CB1,blend_cache,,True,1387.0,18,CB,DEF,CB,7.099857561793045,0.04288446476384765,0.012568077084206116,0.03661799357397784,0.04252622113859891,0.4055129617226425,0.10831496694049289,0.3329042836078856,91.28477796397152,0.200061530288274,1.4989405576888213,0.8060347224536186,0.0407704422597451,0.4066541887831647,,False
Rishav,Saliba,William Saliba,XI,CB2,blend_cache,,True,2828.0,33,CB,DEF,CB,6.982978056426332,0.04241419659111676,0.007836990595611285,0.04630769358319546,0.04260419932381228,0.2597741425264366,0.08469425831804828,0.2950863254255302,91.70697492163009,0.28548449824299293,1.540718246852736,0.7199898812916652,0.06546350457002419,0.2598556805787634,,False
Rishav,Luis Suarez,Luis Suárez,XI,ST,peak_season,2015-2016,True,3150.0,35,ST,FWD,ST,7.62,1.14,0.49,0.9176490240863391,0.37931313323123117,3.91,2.0,1.6,78.0,0.782,0.6,0.2571428571428571,1.023820740197386,3.914285714285714,aerials_estimated_fwd,True
Rishav,Dumfries,Denzel Dumfries,XI,RB,blend_cache,,True,1951.0,29,CM,MID,CM,6.985947136563877,0.32870213486953576,0.10166045408336156,0.27685530328702135,0.11497797356828193,1.9112165367671974,0.9115554049474754,1.013215859030837,75.77183327685532,0.6675703151474077,1.0335479498475093,0.2677058624195188,0.29138611509842605,1.8976512515283144,,False
Rishav,Kenan Yildiz,Kenan Yıldız,XI,LW,blend_cache,,True,2623.0,35,ST,FWD,ST,7.204073971846536,0.303349183248438,0.15611837789591032,0.24486427352663898,0.2008741051937298,2.6012717271687738,1.0408631183886496,1.9472610952392904,82.07243996687828,1.9144754293457025,1.249883500435529,0.21700956371809255,0.18497991601288377,1.724083460893938,,False
Rishav,Tijjiani Reijnders,Tijjani Reijnders,XI,CM,blend_cache,,True,2386.0,32,CM,MID,CM,6.998653278204371,0.2983353966124137,0.11460881901117931,0.25510001169909047,0.10837426690253621,2.4358210294172924,0.8822791649714163,1.1487557152085361,84.79548730064973,0.9874566376068876,0.6928579329686,0.6519185680379525,0.2881982827887571,2.6013577437510476,,False
Rishav,Pavlovic,Aleksandar Pavlović,XI,DM,blend_cache,,True,1458.0,22,CM,MID,CM,7.054222945484133,0.11386366219689337,0.05896597077476955,0.08020178407145204,0.12309832018188571,0.8360211067230082,0.30713548965385296,0.9597795654026636,89.55150935720098,0.44957790504133444,1.883948804464147,0.6730862702341074,0.08189026980383646,0.8358063714497168,,False
Rishav,Semenyo,Antoine Semenyo,XI,RW,blend_cache,,True,3204.5,37,CM,MID,CM,7.056242716137472,0.3806354238965167,0.12485137499031387,0.3063912506674901,0.10133736142173719,2.7963763521035476,1.1107164411115595,1.171260600618463,77.90606790343679,1.5600854878286339,1.260405981416226,0.3163583100898809,0.37261176436316473,2.797355315065377,,False
Rishav,Courtois,Thibaut Courtois,XI,GK,blend_cache,,True,2790.0,31,GK,GK,GK,7.008891820580475,0.0,0.0,0.0,0.0011181563324538257,0.0,0.0,0.03168700527704485,77.25957783641161,0.0,0.016779353562005276,0.012269129287598945,0.0,0.0,aerials_estimated,True
Rishav,Calvert-Lewin,Dominic Calvert-Lewin,bench,,blend_cache,,True,2177.5,30,ST,FWD,ST,6.752663257277735,0.32216936119555717,0.06800864147279116,0.4136347115866327,0.05333829028175586,2.5389663269441294,1.071655864575858,0.7049485530997109,65.07756097560976,0.5315762497692105,0.5352706999516229,0.25644237111696244,0.5285138408886518,2.403311050774514,,False
Rishav,Kingsley Coman,Kingsley Coman,bench,,blend_cache,,True,1284.0,28,CM,MID,CM,7.0236777583187395,0.3458844133099825,0.21015761821366025,0.31987740805604203,0.20608581436077061,2.7845884413309983,1.0989492119089317,1.7425569176882663,82.2077057793345,1.8870402802101578,1.0201401050788093,0.4246935201401051,0.3091410185132235,2.795458662962739,,False
Rishav,Alejandro Balde,Alejandro Balde,XI,LB,blend_cache,,True,2083.0,30,LB,DEF,LB,6.826352578657152,0.019461563412260786,0.11794477479390994,0.03588775413597733,0.10391424718105224,0.5484741902624105,0.12089149114610799,1.0394603808770932,88.41858579305871,1.242839123558443,1.4228973160620213,0.45558753403531216,0.03866286797816812,0.5446559432464503,,False
Rishav,Marcus Rashford,Marcus Rashford,bench,,blend_cache,,True,1594.0,28,ST,FWD,ST,6.9,0.37295993221944446,0.2143125085119898,0.3414308327297506,0.17409523425926068,2.796836224130706,1.1432167688279715,1.6889564244505513,78.67323438704703,1.1282842800750505,0.7634492237168843,0.2246709873832152,0.40768243918938596,3.342202091525407,,False
Rishav,Ayoub Bouaddi,Ayyoub Bouaddi,bench,,blend_cache,,True,1746.0,27,CM,MID,CM,6.810983248361254,0.03641660597232338,0.0734488593814834,0.05958467090154891,0.09136299647590473,0.7071904951382642,0.21344251684856985,0.7815525028864694,85.1840895848507,1.018128502215894,2.5990455956802863,0.8697019876493688,0.0531070994987823,0.7086690125282802,,False
Rohan + AnaC,Vinicius,Vinícius Júnior,XI,LW,blend_cache,,True,2541.0,33,ST,FWD,ST,7.283912736515109,0.4362902908110479,0.20550115801604518,0.4049928639533735,0.18929388107386505,2.991171930237937,1.203176398876173,1.9549302659258356,79.0949166902005,2.3935997463829546,0.8578698495466253,0.13638502216178827,0.4403358792012033,2.9586701118162484,,False
Rohan + AnaC,Bastoni,Alessandro Bastoni,XI,CB3,blend_cache,,True,2334.5,30,LB,DEF,LB,7.123040935672515,0.045020508113621266,0.15111520803311518,0.047840465013775424,0.10724506976927511,0.6173083032883561,0.19808257029159032,0.9716126422419065,86.89023316839106,0.4150953455679001,1.8830752675704496,0.8934983400944883,0.04997120418956244,0.6119176707775371,,False
Rohan + AnaC,Gabriel Magalhaes,Gabriel Magalhães,XI,CB2,blend_cache,,True,2558.0,30,CB,DEF,CB,7.141172006745363,0.08475149294591697,0.06915238033057652,0.08140376771683074,0.04906154125940922,0.759008090195453,0.19287866373173415,0.3585274651701744,88.4767594154019,0.13674316581031376,1.238572323319248,0.784470234260961,0.12453122259645157,0.7579614342650346,,False
Rohan + AnaC,Roberto Firmino,Roberto Firmino,XI,ST,peak_season,2017-2018,True,2763.0,37,ST,FWD,ST,7.11,0.49,0.23,0.3199104980420647,0.24557861788416785,2.74,1.24,1.791044776119403,78.0,0.7,1.6938110749185669,0.5211726384364821,0.344254909051475,2.6865671641791047,aerials_estimated_fwd,True
Rohan + AnaC,Tchouameni,Aurélien Tchouaméni,XI,DM,blend_cache,,True,2657.0,32,CM,MID,CM,7.092536231884059,0.03981424295839646,0.02734481815695926,0.08055303958437572,0.07791621939422225,1.1200204052550196,0.2194283852604969,0.6732545332642804,89.69880776592836,0.3502738285066235,1.8972787911614228,1.363499915139769,0.08708792627523188,1.1124095346739948,,False
Rohan + AnaC,Salah,Mohamed Salah,XI,RW,prime,2017-2018,True,2907.0,36,ST,FWD,ST,7.4,0.99,0.31,0.7194563301031704,0.25423260036157286,4.43,2.07,1.8889641164522681,78.0,0.775,0.2786377708978328,0.21671826625386997,0.765837620018137,4.35680433310765,pass_pct_role_default|dribbles_winger_estimate|aerials_estimated_fwd,True
Rohan + AnaC,Nathaniel Brown,Nathaniel Brown,XI,LWB,blend_cache,,True,2305.5,29,LB,DEF,LB,6.958108455604295,0.11359704359962555,0.17391056937394248,0.08294275666199909,0.13846496297207103,0.633237502458235,0.24713359626814266,1.3165870434381992,84.2667901981546,0.6195402080476388,2.6722964868814043,0.8354766723189071,0.0823268260673894,0.6312707175490034,,False
Rohan + AnaC,Daniel Munoz,Daniel Muñoz,XI,RWB,blend_cache,,True,2818.0,33,CM,MID,CM,6.981189104243059,0.12257220207723464,0.11902377246007166,0.1105644445092473,0.12035918281915185,1.067602362193665,0.4562743127256014,1.1579658636610524,78.70435830277633,0.4267258586975293,2.7447879211966795,1.0209271090597856,0.12886178014044455,1.051229318263145,,False
Rohan + AnaC,Morgan Gibbs-White,Morgan Gibbs-White,bench,,blend_cache,,True,2966.0,35,CM,MID,CM,7.030874936964196,0.3315228661872077,0.16894491811525464,0.27863639630403175,0.11022069280393092,2.2307443179449753,0.8557342719148711,1.4277126108197569,79.17516893595561,0.896035178813728,0.9309295152853436,0.47799465220635445,0.28279401981660146,2.2099294029076506,,False
Rohan + AnaC,Mateusz Fernandes,Mateus Fernandes,bench,,blend_cache,,True,2971.5,36,CM,MID,CM,7.027195014478157,0.08165049856124165,0.1158535591267638,0.09370086959514598,0.10275103378206411,1.098355232470199,0.33868335270094385,1.0811058128192146,85.24461790255572,1.0531998674005527,2.6140157683748506,0.9140924387520074,0.06547728760745573,0.9215611957933523,,False
Rohan + AnaC,Matz Sels,Matz Sels,XI,GK,blend_cache,,True,3043.5,34,GK,GK,GK,6.953763447508346,0.0,0.0,0.0,0.004806844256180733,0.0,0.0,0.039926981249593284,56.844064548040066,0.0,0.02755006703379535,0.0,0.0,0.0,aerials_estimated,True
Rohan + AnaC,Micky Van de Ven,Micky van de Ven,XI,CB1,blend_cache,,True,3043.0,35,CB,DEF,CB,6.759680930002474,0.09646302250803859,0.02968093000247341,0.0662132080138511,0.018130101409844175,0.4798417017066535,0.1706653475142221,0.22013356418501112,89.34933217907495,0.3067029433588919,1.2639129359386596,0.7494434825624536,0.0624662221122241,0.4985132472420514,,False
Rohan + AnaC,Alexis Mac Allister,Alexis Mac Allister,XI,CM,blend_cache,,True,2641.0,36,CM,MID,CM,6.968133754463059,0.13644341722909703,0.16084772230087818,0.13233615489948647,0.1405518028869042,1.6046579071402405,0.5002342184069033,1.4421365042783512,85.00491623180446,0.6641303254002395,2.1382696295631325,0.6552870578005472,0.14341213402400765,1.600224613414445,,False
Rohan + AnaC,Joao Pedro,João Pedro,bench,,blend_cache,,True,2313.5,31,ST,FWD,ST,7.057095971027614,0.43973538772551946,0.1914908525860605,0.42156896955225087,0.10037224313579833,2.338171175239848,0.9465097094644396,1.1553516476573868,74.67027614305115,1.1779740273747186,0.8160859724718604,0.3024870339608323,0.46882795423101564,2.4245329018259087,,False
Rohan + AnaC,Caiomhin Kelleher,Caoimhin Kelleher,bench,,blend_cache,,True,2115.0,23,GK,GK,GK,6.970369181380418,0.0,0.0,0.0,0.0033671207322892717,0.0,0.0,0.03715673940393041,68.7691492776886,0.06147455641837664,0.01559585267450436,0.009175306928115917,0.0,0.0,aerials_estimated,True
Ryan,Messi,Lionel Messi,XI,RW,prime,2014-2015,True,3375.0,38,ST,FWD,ST|CM,7.58,1.15,0.48,0.838,0.47,4.99,2.77,2.534,85.0,4.2,0.0,0.0,0.9573975392569256,4.98814463544754,dribbles_winger_estimate|aerials_estimated_fwd,True
